company_name,inventory_month,month,total_opening_value,avg_opening_value,total_receipt_value,avg_receipt_value,total_issue_value,avg_issue_value,total_closing_value,avg_closing_value
ZIVIRA LABS PVT.LTD,2023-04-01,April,64610.93,77596.79,82962.78,35411.85,63485.16,51861.13,84545.9,71075.75
SHERWYN PHARMACEUTICALS PV,2023-04-01,April,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-04-01,April,2860.35,3206.78,0.0,0.0,0.0,367.41,2860.35,2860.36
DIAMOND MEDI CARE,2023-04-01,April,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
AUSTRAK PHARMA,2023-04-01,April,0.0,0.0,1954.4,1954.4,472.51,472.51,1457.39,1457.39
SURGICARE,2023-04-01,April,860.0,1140.0,1680.0,1835.0,1850.0,2366.67,860.0,860.0
LENORA GLOVE PVT.LTD,2023-04-01,April,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-04-01,April,30005.1,44139.37,44333.0,48136.87,35573.59,59429.81,44835.56,41372.4
SUNWAYS PHARMACEUTICALS,2023-04-01,April,166200.99,196930.99,268258.4,179799.9,273205.19,214344.97,204761.28,194950.6
SHERWYN PHARMA(GENORA),2023-04-01,April,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-04-01,April,18649.7,29659.51,21844.16,7940.16,18979.4,14485.52,24717.9,26001.8
G.T.RAJ TEX,2023-04-01,April,420.0,202.67,376.0,250.67,200.0,66.67,630.0,398.0
ZIVIRA ASTRA DIVISION,2023-04-01,April,49196.82,56476.65,12230.44,4187.46,27681.03,25584.35,36927.37,40969.88
JMS CO LTD,2023-04-01,April,0.0,354.0,354.0,1169.67,370.0,1490.0,0.0,118.0
KLARSEHEN,2023-04-01,April,0.0,0.0,4539.02,5900.73,4828.75,6277.38,0.0,0.0
AJANTA PHARMA LTD,2023-04-01,April,5198.6,5198.6,0.0,0.0,2857.74,952.58,2457.5,4284.9
BAXTER INDIA PVT LTD,2023-04-01,April,49.0,24.5,0.0,24.5,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-04-01,April,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-04-01,April,201.0,350.33,1901.0,2362.75,2301.5,2881.92,0.0,67.0
BORN HEALTHCARE PVT LTD,2023-04-01,April,25.25,24.08,0.0,135.5,0.0,148.15,25.25,24.08
MEDIKLIN HEALTHCARE LTD,2023-05-01,May,1330.0,1010.83,0.0,643.33,330.0,610.0,1050.0,1155.83
RAMAN&WEIL PVT LTD,2023-05-01,May,1090.0,680.0,300.0,846.67,740.0,966.67,755.0,755.0
SANGAM HEALTHCARE (SAFTI-N,2023-05-01,May,175.0,226.67,0.0,212.5,0.0,258.0,175.0,201.67
CLARIS OSTUKA,2023-05-01,May,0.0,35.67,107.0,1230.07,0.0,1288.67,112.0,37.33
RAMSONS,2023-05-01,May,900.0,375.0,0.0,312.5,750.0,313.33,225.0,412.5
CIPLA,2023-05-01,May,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-05-01,May,8897.01,10105.21,0.0,0.0,0.0,942.8,8897.01,9501.11
CARE GROUP,2023-05-01,May,8718.0,11029.02,0.0,-423.38,2550.0,4379.33,6498.0,6991.33
TAS MED(INDIA)PVT.LTD(VALL,2023-05-01,May,6592.53,2635.81,14481.12,11148.47,14498.12,10020.57,7691.28,4761.27
ENTOD GLOTEK DIVISION,2023-05-01,May,8407.2,10845.05,17250.87,26788.61,19757.17,33237.31,8895.82,8814.56
HICARE PHARMA,2023-05-01,May,37638.25,21747.22,30271.1,18891.87,26521.76,16755.52,44851.81,31134.59
TEKAY PRODUCTS,2023-05-01,May,0.0,0.0,200.0,200.0,0.0,160.0,200.0,66.67
ENTOD PHAMA(ENSIGHT),2023-05-01,May,58422.89,57026.96,108000.59,102392.66,146047.32,129391.19,45781.8,53075.87
SENSES PHARMACEUTICALS LTD,2023-05-01,May,56209.95,59570.17,43945.02,37862.41,53257.07,48255.88,53005.5,55705.69
AUROLAB,2023-05-01,May,12197.74,8784.32,0.0,3468.47,7204.4,5184.06,6067.95,8155.22
FSD CARE PHRAMA PVT LTD,2023-05-01,May,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-05-01,May,321448.29,305426.51,163390.3,179827.77,173844.96,190960.57,330994.54,315734.16
SUNWAYS PHARMACEUTICALS(OR,2023-05-01,May,45765.08,34344.67,34234.22,41760.17,37871.26,41130.28,46169.46,39222.75
TASMED(INDIA) PVT.LTD(ASPI,2023-05-01,May,4930.31,2978.05,1493.94,6472.01,3904.32,7156.09,2629.5,2918.32
SHERINGS,2023-05-01,May,15925.57,12427.4,14012.5,12726.05,17568.6,14700.19,14376.68,12865.25
APPLE PHARMACEUTICALS,2023-05-01,May,4370.94,3213.96,0.0,2892.45,0.0,1889.44,4370.94,4370.94
SUNWAYS PHARMACEUTICALS(RE,2023-05-01,May,53783.87,50376.21,54851.71,43892.43,35159.69,38860.42,77718.05,60197.78
ENTOD PHARMA-G TECH,2023-05-01,May,11051.3,16606.26,43937.13,26792.41,25107.08,28647.8,32351.95,17549.5
FDC,2023-05-01,May,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
OTHERS,2023-05-01,May,980.0,980.0,0.0,0.0,0.0,0.0,980.0,980.0
DISPOVAN,2023-05-01,May,179.0,247.33,716.0,1642.17,585.0,1828.33,358.0,179.0
TASMED (INDIA) PVT LTD(PAS,2023-05-01,May,16789.46,15069.88,29944.85,27146.15,40097.45,38207.58,10759.7,11430.22
HIMEDIA LABORATORIES PVT L,2023-05-01,May,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-05-01,May,0.0,0.0,324.0,432.0,0.0,360.0,324.0,108.0
ZIVIRA LABS PVT.LTD,2023-05-01,May,84545.92,68750.53,31959.7,41678.61,42616.61,45768.36,72056.11,76062.88
SHERWYN PHARMACEUTICALS PV,2023-05-01,May,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-05-01,May,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
DIAMOND MEDI CARE,2023-05-01,May,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
AUSTRAK PHARMA,2023-05-01,May,1457.39,728.7,0.0,977.2,1296.42,884.47,433.95,945.67
SURGICARE,2023-05-01,May,860.0,860.0,417.5,1554.17,0.0,1583.33,1272.5,997.5
LENORA GLOVE PVT.LTD,2023-05-01,May,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-05-01,May,44835.56,41523.8,44092.75,45433.62,55833.46,56845.89,41480.36,38622.28
SUNWAYS PHARMACEUTICALS,2023-05-01,May,204761.57,198852.3,61183.84,120990.29,118587.63,167892.34,160472.89,173243.52
SHERWYN PHARMA(GENORA),2023-05-01,May,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-05-01,May,24717.9,25916.87,30393.16,13751.85,39782.04,22193.31,23182.38,22268.25
G.T.RAJ TEX,2023-05-01,May,630.0,412.67,0.0,188.0,0.0,66.67,630.0,545.33
ZIVIRA ASTRA DIVISION,2023-05-01,May,36927.37,40339.62,21934.02,11498.8,13592.22,16815.79,44030.72,44015.25
AJANTA PHARMA LTD,2023-05-01,May,2457.5,4284.9,0.0,0.0,0.0,952.58,2457.5,3371.2
BAXTER INDIA PVT LTD,2023-05-01,May,49.0,32.67,0.0,16.33,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-05-01,May,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-05-01,May,0.0,67.0,834.0,1931.17,0.0,1802.0,919.5,373.5
BORN HEALTHCARE PVT LTD,2023-05-01,May,25.25,24.67,255.0,163.33,0.0,83.33,277.75,108.83
MEDIKLIN HEALTHCARE LTD,2023-06-01,June,1050.0,1143.33,145.0,348.33,360.0,483.33,910.0,1096.67
RAMAN&WEIL PVT LTD,2023-06-01,June,755.0,755.0,300.0,400.0,740.0,493.33,420.0,755.0
SANGAM HEALTHCARE (SAFTI-N,2023-06-01,June,175.0,200.0,0.0,0.0,0.0,28.0,175.0,175.0
CHC,2023-06-01,June,0.0,0.0,300.0,300.0,180.0,270.0,140.0,70.0
CLARIS OSTUKA,2023-06-01,June,112.0,37.33,1694.6,1258.07,941.0,1003.0,905.8,339.27
RAMSONS,2023-06-01,June,225.0,412.5,0.0,262.5,0.0,250.0,225.0,450.0
CIPLA,2023-06-01,June,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-06-01,June,8897.01,9501.11,0.0,0.0,0.0,942.8,8897.01,8897.01
CARE GROUP,2023-06-01,June,6498.0,6991.33,3000.0,3259.0,0.0,2238.33,9458.0,8224.67
SUPERFINE NEEDLES PVT LTD,2023-06-01,June,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0
TAS MED(INDIA)PVT.LTD(VALL,2023-06-01,June,7691.28,4761.27,0.0,9821.34,2175.4,8820.94,5493.77,6592.53
ENTOD GLOTEK DIVISION,2023-06-01,June,8895.82,8931.42,27176.99,30084.77,32362.35,35096.23,7560.01,8287.68
LUPIN LTD,2023-06-01,June,0.0,0.0,92.0,92.0,0.0,66.67,92.0,30.67
HICARE PHARMA,2023-06-01,June,44851.81,30836.5,25193.9,25183.83,34008.29,20558.88,38432.34,40307.44
TEKAY PRODUCTS,2023-06-01,June,200.0,66.67,0.0,133.33,230.0,153.33,0.0,66.67
ENTOD PHAMA(ENSIGHT),2023-06-01,June,45781.8,53823.19,75349.95,100746.62,83579.54,122762.28,52139.39,52114.69
SENSES PHARMACEUTICALS LTD,2023-06-01,June,53005.52,56645.31,51081.35,44472.92,49005.59,50777.07,61566.6,56927.35
AUROLAB,2023-06-01,June,6067.95,8303.41,5658.5,4294.07,6022.84,5272.41,6900.87,8388.85
FSD CARE PHRAMA PVT LTD,2023-06-01,June,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-06-01,June,330994.96,319428.11,62377.6,138457.35,158184.15,175914.78,255876.44,302772.97
SUNWAYS PHARMACEUTICALS(OR,2023-06-01,June,46169.46,39975.54,95270.18,67784.03,61524.72,53832.34,86297.04,59410.53
TASMED(INDIA) PVT.LTD(ASPI,2023-06-01,June,2629.5,2958.19,5975.76,6851.06,4555.04,6375.88,4601.62,4053.81
SHERINGS,2023-06-01,June,14376.68,13522.04,11715.1,13051.19,12605.17,12743.75,14863.96,15055.4
APPLE PHARMACEUTICALS,2023-06-01,June,4370.94,4370.94,0.0,0.0,3778.88,1259.63,900.0,3213.96
SUNWAYS PHARMACEUTICALS(RE,2023-06-01,June,77718.08,61071.86,59624.77,54426.64,60978.42,49454.56,84066.62,71856.18
ENTOD PHARMA-G TECH,2023-06-01,June,32351.99,17582.95,9086.1,30342.88,20610.2,28766.67,23498.57,22300.61
FDC,2023-06-01,June,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
OTHERS,2023-06-01,June,980.0,980.0,68.0,22.67,0.0,0.0,1048.0,1002.67
DISPOVAN,2023-06-01,June,358.0,179.0,1037.0,1091.17,1125.0,1049.17,358.0,298.33
TASMED (INDIA) PVT LTD(PAS,2023-06-01,June,10759.7,11660.0,19007.74,28275.05,18214.35,29635.4,13713.45,13754.18
HIMEDIA LABORATORIES PVT L,2023-06-01,June,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-06-01,June,324.0,108.0,324.0,378.0,720.0,420.0,0.0,108.0
ZIVIRA LABS PVT.LTD,2023-06-01,June,72056.14,73737.66,36738.97,50553.82,40366.0,48822.59,76834.86,77812.29
SHERWYN PHARMACEUTICALS PV,2023-06-01,June,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-06-01,June,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
DIAMOND MEDI CARE,2023-06-01,June,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
AUSTRAK PHARMA,2023-06-01,June,433.95,630.45,0.0,651.47,189.0,652.64,289.3,726.88
SURGICARE,2023-06-01,June,1272.5,997.5,0.0,699.17,481.25,777.08,860.0,997.5
LENORA GLOVE PVT.LTD,2023-06-01,June,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-06-01,June,41480.36,38773.67,46115.05,44846.93,53152.38,48186.48,42746.35,43020.76
SUNWAYS PHARMACEUTICALS,2023-06-01,June,160473.18,177145.25,94715.54,141385.93,131511.6,174434.81,138004.6,167746.26
EZTEST,2023-06-01,June,0.0,0.0,5400.0,5400.0,5800.0,5800.0,0.0,0.0
SHERWYN PHARMA(GENORA),2023-06-01,June,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-06-01,June,23182.38,22183.33,14611.04,22282.79,21810.44,26857.29,21363.29,23087.86
G.T.RAJ TEX,2023-06-01,June,630.0,560.0,0.0,125.33,0.0,66.67,630.0,630.0
ZIVIRA ASTRA DIVISION,2023-06-01,June,44030.8,43385.0,11135.37,15099.94,25528.67,22267.31,36876.19,39278.09
JMS CO LTD,2023-06-01,June,0.0,118.0,711.0,1406.67,375.0,1491.67,398.0,132.67
AJANTA PHARMA LTD,2023-06-01,June,2457.5,3371.2,0.0,0.0,0.0,952.58,2457.5,2457.5
BAXTER INDIA PVT LTD,2023-06-01,June,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-06-01,June,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-06-01,June,919.5,373.5,834.0,1189.67,1913.0,1404.83,0.0,306.5
BORN HEALTHCARE PVT LTD,2023-06-01,June,277.75,109.42,128.0,127.67,410.0,136.67,25.25,109.42
MEDIKLIN HEALTHCARE LTD,2023-07-01,July,910.0,1096.67,450.0,198.33,380.0,356.67,1050.0,1003.33
RAMAN&WEIL PVT LTD,2023-07-01,July,420.0,755.0,2240.0,946.67,2780.0,1420.0,420.0,531.67
SANGAM HEALTHCARE (SAFTI-N,2023-07-01,July,175.0,175.0,637.5,212.5,700.0,233.33,175.0,175.0
CHC,2023-07-01,July,140.0,46.67,450.0,350.0,400.0,313.33,280.0,140.0
CLARIS OSTUKA,2023-07-01,July,905.8,339.27,3293.4,1698.33,3390.0,1443.67,1017.8,678.53
RAMSONS,2023-07-01,July,225.0,450.0,0.0,0.0,0.0,250.0,225.0,225.0
CIPLA,2023-07-01,July,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-07-01,July,8897.01,8897.01,0.0,0.0,0.0,0.0,12499.71,10097.91
CARE GROUP,2023-07-01,July,9458.0,8224.67,4550.0,2516.67,4470.0,2340.0,10311.82,8755.94
REGAL LABORATORIES,2023-07-01,July,0.0,0.0,590.0,590.0,620.0,620.0,0.0,0.0
SUPERFINE NEEDLES PVT LTD,2023-07-01,July,25.0,12.5,600.0,312.5,675.0,337.5,0.0,12.5
TAS MED(INDIA)PVT.LTD(VALL,2023-07-01,July,5493.77,6592.53,0.0,4827.04,0.0,5557.84,5493.77,6226.27
ENTOD GLOTEK DIVISION,2023-07-01,July,7560.01,8287.68,35180.54,26536.13,35643.3,29254.27,12444.73,9633.52
LUPIN LTD,2023-07-01,July,92.0,30.67,0.0,61.33,100.0,66.67,0.0,30.67
HICARE PHARMA,2023-07-01,July,38432.37,40307.48,47226.3,34230.43,23424.34,27984.8,64296.25,49193.47
TEKAY PRODUCTS,2023-07-01,July,0.0,66.67,200.0,133.33,250.0,160.0,0.0,66.67
ENTOD PHAMA(ENSIGHT),2023-07-01,July,52139.39,52114.69,130489.52,104613.35,146691.31,125439.39,64452.46,54124.55
SENSES PHARMACEUTICALS LTD,2023-07-01,July,61566.6,56927.36,57318.3,50781.56,67192.51,56485.06,61074.81,58548.97
AUROLAB,2023-07-01,July,6900.87,8388.85,5653.6,3770.7,10223.61,7816.95,4167.93,5712.25
BERRY&HERBS PHARMA PVT LTD,2023-07-01,July,0.0,0.0,35882.7,35882.7,0.0,0.0,34157.52,34157.52
FSD CARE PHRAMA PVT LTD,2023-07-01,July,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-07-01,July,255876.76,302773.34,143242.6,123003.5,150409.42,160812.84,265510.59,284127.19
RANBAXY,2023-07-01,July,0.0,0.0,850.0,810.0,920.0,880.0,0.0,0.0
SUNWAYS PHARMACEUTICALS(OR,2023-07-01,July,86297.25,59410.6,72062.07,67188.82,87474.43,62290.14,78607.78,70358.09
TASMED(INDIA) PVT.LTD(ASPI,2023-07-01,July,4601.62,4053.81,7667.5,5045.73,9650.94,6036.77,3286.87,3506.0
SHERINGS,2023-07-01,July,14863.96,15055.4,6861.8,10863.13,3043.86,11072.54,19018.7,16086.45
OCUZEN HEALTH CARE,2023-07-01,July,0.0,3712.0,1920.0,-1344.0,595.97,198.66,1554.28,2374.09
APPLE PHARMACEUTICALS,2023-07-01,July,900.0,3213.96,15700.41,5233.47,17368.32,7049.07,900.0,2056.98
SUNWAYS PHARMACEUTICALS(RE,2023-07-01,July,84066.75,71856.23,55878.24,56784.91,74606.21,56914.77,73095.09,78293.25
PIONEER,2023-07-01,July,0.0,0.0,420.0,553.33,460.0,626.67,0.0,0.0
FDC,2023-07-01,July,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
OTHERS,2023-07-01,July,1048.0,1002.67,0.0,22.67,78.0,26.0,980.0,1002.67
CADILA,2023-07-01,July,0.0,0.0,126.0,126.0,140.0,140.0,0.0,0.0
ENTOD PHARMA-G TECH,2023-07-01,July,23498.6,22300.63,25290.41,26104.55,25087.83,23601.7,28609.01,28153.18
DISPOVAN,2023-07-01,July,358.0,298.33,3000.0,1584.33,3425.0,1711.67,187.5,301.17
TASMED (INDIA) PVT LTD(PAS,2023-07-01,July,13713.45,13754.2,25720.34,24890.98,26268.87,28193.56,15991.28,13488.14
HIMEDIA LABORATORIES PVT L,2023-07-01,July,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-07-01,July,0.0,108.0,1620.0,756.0,1600.0,773.33,162.0,162.0
ZIVIRA LABS PVT.LTD,2023-07-01,July,76834.94,77812.33,31755.35,33484.67,72646.18,51876.26,48217.41,65702.79
SHERWYN PHARMACEUTICALS PV,2023-07-01,July,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-07-01,July,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
DIAMOND MEDI CARE,2023-07-01,July,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
ETHICON,2023-07-01,July,0.0,0.0,6382.86,4282.98,7410.0,5136.67,0.0,0.0
AUSTRAK PHARMA,2023-07-01,July,289.3,726.88,0.0,0.0,0.0,495.14,289.3,337.52
SURGICARE,2023-07-01,July,860.0,997.5,2112.5,843.33,1900.0,793.75,1272.5,1135.0
LENORA GLOVE PVT.LTD,2023-07-01,July,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-07-01,July,42746.35,43020.76,49001.1,46402.97,63076.89,57354.24,38160.0,40795.57
SUNWAYS PHARMACEUTICALS,2023-07-01,July,138004.69,167746.48,220812.66,125570.68,168629.27,139576.17,197887.49,165454.99
SHERWYN PHARMA(GENORA),2023-07-01,July,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-07-01,July,21363.29,23087.86,11781.17,18928.46,14333.3,25308.59,20643.45,21729.71
DYNAMIC TECHNO MEDICALS PV,2023-07-01,July,0.0,116.67,180.0,60.0,0.0,60.0,180.0,118.33
G.T.RAJ TEX,2023-07-01,July,630.0,630.0,0.0,0.0,0.0,0.0,630.0,630.0
ZIVIRA ASTRA DIVISION,2023-07-01,July,36876.19,39278.12,35195.51,22754.97,30755.49,23292.13,41279.83,40728.91
JMS CO LTD,2023-07-01,July,398.0,132.67,714.0,593.0,1130.0,625.0,0.0,132.67
BAXTER INDIA PVT LTD,2023-07-01,July,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-07-01,July,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-07-01,July,0.0,306.5,4170.0,1946.0,3826.0,1913.0,919.5,613.0
BORN HEALTHCARE PVT LTD,2023-07-01,July,25.25,109.42,255.0,212.67,280.0,230.0,25.25,109.42
MEDIKLIN HEALTHCARE LTD,2023-08-01,August,1050.0,1003.33,900.0,498.33,1325.0,688.33,910.0,956.67
RAMAN&WEIL PVT LTD,2023-08-01,August,420.0,531.67,600.0,1046.67,740.0,1420.0,420.0,420.0
SANGAM HEALTHCARE (SAFTI-N,2023-08-01,August,175.0,175.0,0.0,212.5,0.0,233.33,175.0,175.0
CHC,2023-08-01,August,280.0,140.0,700.0,483.33,740.0,440.0,420.0,280.0
CLARIS OSTUKA,2023-08-01,August,1017.8,678.53,4397.0,3128.33,5730.0,3353.67,0.0,641.2
RAMSONS,2023-08-01,August,225.0,225.0,0.0,0.0,0.0,0.0,225.0,225.0
CIPLA,2023-08-01,August,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-08-01,August,12499.71,10097.91,0.0,0.0,0.0,0.0,12499.71,11298.81
SPECTRUM BIOCIDES INDIA PV,2023-08-01,August,0.0,0.0,510.0,358.33,570.0,397.33,0.0,0.0
CARE GROUP,2023-08-01,August,10311.82,8755.94,2656.3,3402.1,4290.0,2920.0,9110.12,9626.65
TAS MED(INDIA)PVT.LTD(VALL,2023-08-01,August,5493.77,6226.27,0.0,0.0,0.0,725.13,5493.77,5493.77
ENTOD GLOTEK DIVISION,2023-08-01,August,12444.73,9633.52,36572.91,32976.81,47280.46,38428.7,8911.85,9638.86
LUPIN LTD,2023-08-01,August,0.0,30.67,184.0,92.0,200.0,100.0,0.0,30.67
HICARE PHARMA,2023-08-01,August,64296.38,49193.52,29444.0,33954.73,42729.41,33387.35,55990.49,52906.36
ENTOD PHAMA(ENSIGHT),2023-08-01,August,64452.46,54124.55,123015.44,109618.3,148740.74,126337.2,64440.48,60344.11
SENSES PHARMACEUTICALS LTD,2023-08-01,August,61074.81,58548.98,76034.69,61478.11,65413.14,60537.08,79327.52,67322.98
AUROLAB,2023-08-01,August,4167.93,5712.25,6903.9,6072.0,6668.8,7638.42,5726.73,5598.51
BERRY&HERBS PHARMA PVT LTD,2023-08-01,August,34157.59,17078.8,0.0,17941.35,15620.91,7810.46,21439.69,27798.6
FSD CARE PHRAMA PVT LTD,2023-08-01,August,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-08-01,August,265511.02,284127.58,98399.6,101339.93,160354.27,156315.95,221172.19,247519.74
SUNWAYS PHARMACEUTICALS(OR,2023-08-01,August,78607.87,70358.19,36808.42,68046.89,53418.37,67472.51,68241.63,77715.48
TASMED(INDIA) PVT.LTD(ASPI,2023-08-01,August,3286.87,3506.0,11024.06,8222.44,10247.08,8151.02,4601.62,4163.37
SHERINGS,2023-08-01,August,19018.7,16086.45,15980.2,11519.03,20360.81,12003.28,16556.22,16812.96
OCUZEN HEALTH CARE,2023-08-01,August,1554.28,2374.09,0.0,-1344.0,1217.86,604.61,804.58,786.29
APPLE PHARMACEUTICALS,2023-08-01,August,900.0,2056.98,6499.35,7399.92,3518.2,8221.8,4167.0,1989.0
SUNWAYS PHARMACEUTICALS(RE,2023-08-01,August,73095.19,78293.34,88417.39,67973.47,96861.24,77481.96,74001.03,77054.25
CADILA,2023-08-01,August,0.0,0.0,252.0,189.0,280.0,210.0,0.0,0.0
ENTOD PHARMA-G TECH,2023-08-01,August,28609.01,28153.2,41069.98,25148.83,37865.25,27854.43,38605.77,30237.78
FDC,2023-08-01,August,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
OTHERS,2023-08-01,August,980.0,1002.67,0.0,22.67,0.0,26.0,980.0,1002.67
DISPOVAN,2023-08-01,August,187.5,301.17,2314.5,2117.17,2625.0,2391.67,70.0,205.17
TASMED (INDIA) PVT LTD(PAS,2023-08-01,August,15991.36,13488.17,19885.81,21537.96,29456.82,24646.68,10187.04,13297.26
HIMEDIA LABORATORIES PVT L,2023-08-01,August,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-08-01,August,162.0,162.0,1620.0,1188.0,1965.0,1428.33,0.0,54.0
ZIVIRA LABS PVT.LTD,2023-08-01,August,48217.43,65702.84,46186.45,38226.92,42387.06,51799.75,55005.77,60019.35
SHERWYN PHARMACEUTICALS PV,2023-08-01,August,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-08-01,August,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
ALKEM LABORATORIES LTD,2023-08-01,August,0.0,0.0,187.0,217.67,210.0,242.67,0.0,0.0
DIAMOND MEDI CARE,2023-08-01,August,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
MURALI TRADERS,2023-08-01,August,0.0,0.0,30.0,30.0,35.0,35.0,0.0,0.0
ETHICON,2023-08-01,August,0.0,0.0,6340.92,6206.5,7320.0,7350.0,0.0,0.0
AUSTRAK PHARMA,2023-08-01,August,289.3,337.52,0.0,0.0,0.0,63.0,289.3,289.3
SURGICARE,2023-08-01,August,1272.5,1135.0,1650.0,1254.17,2368.75,1583.33,860.0,997.5
LENORA GLOVE PVT.LTD,2023-08-01,August,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-08-01,August,38160.0,40795.57,66029.95,53715.37,75899.31,64042.86,37240.99,39382.45
SUNWAYS PHARMACEUTICALS,2023-08-01,August,197887.66,165455.18,187629.75,167719.32,240040.59,180060.49,156368.16,164086.75
SHERWYN PHARMA(GENORA),2023-08-01,August,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-08-01,August,20643.45,21729.71,30825.33,19072.51,32705.63,22949.79,26016.22,22674.32
BARODA SURGICAL BIOMEDS,2023-08-01,August,0.0,0.0,100.0,70.67,120.0,82.33,0.0,0.0
DYNAMIC TECHNO MEDICALS PV,2023-08-01,August,180.0,118.33,0.0,60.0,0.0,60.0,180.0,120.0
G.T.RAJ TEX,2023-08-01,August,630.0,630.0,376.0,125.33,200.0,66.67,840.0,700.0
ZIVIRA ASTRA DIVISION,2023-08-01,August,41279.89,40728.96,8464.47,18265.12,28263.23,28182.46,21353.03,33169.68
JMS CO LTD,2023-08-01,August,0.0,132.67,1071.0,832.0,1125.0,876.67,0.0,132.67
INTAS PHARMACEUTICALS PVT,2023-08-01,August,0.0,0.0,400.0,400.0,600.0,550.0,0.0,0.0
